ids,sentiment,sarcasm,vulgar,abuse,target,label,caption
image_telugu_0138.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,"a man in a suit and tie with a mustache and mustache, and a man in a suit and tie"
image_telugu_0340.png,neutral,yes,not vulgar,non-abusive,individual,0,malayalam funny dialoguess
image_telugu_0775.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,"a man with a beard and a beard, and a woman with a beard, and a man with a"
image_telugu_0082.png,neutral,yes,not vulgar,abusive,individual,1,a man is sitting in front of a building
image_telugu_0363.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a screenshot of a man with a mustache and mustache
image_telugu_0767.png,positive,no,not vulgar,non-abusive,social sub-groups,0,attack on titan anime
image_telugu_0255.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man in a black shirt and a man in a black shirt and a man in a black shirt and
image_telugu_0297.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a bus is parked in front of a building
image_telugu_0514.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man and woman talking in the street
image_telugu_0205.png,neutral,no,not vulgar,non-abusive,none,0,person and person in the movie
image_telugu_0329.png,positive,yes,not vulgar,non-abusive,none,0,a dog is standing next to a woman
image_telugu_0813.png,positive,no,not vulgar,non-abusive,others,0,a dialogues of the movie
image_telugu_0344.png,negative,yes,vulgar,non-abusive,social sub-groups,0,a man in a suit and glasses pointing at another man in a suit and glasses pointing at another man in a suit and glasses pointing at another
image_telugu_0794.png,positive,no,not vulgar,non-abusive,social sub-groups,0,the movie poster for the upcoming movie
image_telugu_0741.png,negative,yes,not vulgar,non-abusive,political,0,pawh reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy
image_telugu_1000.png,negative,yes,not vulgar,non-abusive,others,0,a man in a hat is speaking into a microphone
image_telugu_0911.png,neutral,yes,not vulgar,non-abusive,gender,0,telugu funny dialoguess in telugu movies
image_telugu_0843.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,mefnd my school comedy box
image_telugu_0719.png,neutral,yes,not vulgar,non-abusive,political,0,a man in a red robe is talking to a woman in a white dress
image_telugu_0471.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,a col of images of food and people
image_telugu_0632.png,neutral,yes,vulgar,non-abusive,none,0,a dog is talking to a man in a school
image_telugu_0275.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,person in a movie
image_telugu_0591.png,neutral,yes,not vulgar,non-abusive,none,0,a man in a yellow jacket is talking to the news
image_telugu_0731.png,negative,yes,not vulgar,non-abusive,political,0,telugu dialoguess in telugu movies
image_telugu_0238.png,positive,yes,not vulgar,non-abusive,none,0,the dialogues of the movie ' s dialoguess
image_telugu_0549.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man in a crown and a woman in a dress
image_telugu_0296.png,neutral,yes,not vulgar,non-abusive,individual,0,"a man holding a watch with a capt that reads, ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` `"
image_telugu_0652.png,neutral,yes,not vulgar,non-abusive,individual,0,vijay vijay reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy
